parameter_index,smirks,template_value,fitted_value,trained,molecule_count,nonzero_atom_count
27,"[#6X4:1]-[#7X3ar5,#7X3+1,#7X3+0$(*-[#6X3$(*=[#7X3+1])]),$([#7X3](-[#8X1-1])=[#8X1]),$([#7X3](=[#8X1])=[#8X1]):2]",-0.0193,0.31650184696709527,True,1225,2681
28,"[#6X4:1]-[#7X2-1$(*-[#6X3$(*=[#8X1,#16X1])]),#7X3$(*-[#6X3$(*=[#8X1,#16X1])]):2]",0.0374,0.19523325823680865,True,3835,14413
29,"[#6X4:1]-[#7X4,#7X3,#7X2-1:2]",0.1582,0.25075224645191196,True,4450,15395
30,"[#6X4:1]-[#7X1,#7X2+1:2]",0.1825,-0.05970342426655889,True,14,28
31,"[#6X4:1]-[#7X2+0,#7X2-1ar5:2]",0.1252,0.18706450039080738,True,632,1382
32,"[#6X4:1]-[#8X1,#8X2:2]",0.0718,0.21848751501533725,True,5057,17186
33,[#6X4:1]-[#16X4:2],0.4608,0.048440874958970856,True,596,1396
34,[#6X4:1]-[#16X3:2],0.4263,0.14569430704949593,True,111,263
35,"[#6X4:1]-[#16X1,#16X2:2]",0.1821,0.164508859430967,True,1603,4250
36,[#6X4:1]-[#14X4:2],0.154,0.0,False,0,0
37,[#6X4:1]-[#9:2],0.0713,0.30945607355095084,True,1114,5442
38,[#6X4:1]-[#17:2],0.0734,0.18416618603365914,True,363,1338
39,[#6X4:1]-[#35:2],0.1274,0.15970490558271752,True,119,379
40,[#6X4:1]-[#53:2],0.3009,0.0,False,0,0
41,[#6X4:1]-[#1:2],0.0393,-0.06749578108709259,True,12092,204029
42,"[#6X1,#6X2:1]-[#6X1,#6X2:2]",0.0,-0.034722496382141504,True,20,44
43,"[#6X1,#6X2:1]-[#6a$(*~[#7aX2,#8aX2]):2]",-0.107,-0.17793347524775838,True,114,230
44,"[#6X1,#6X2:1]-[#6a:2]",0.004,-0.18799355285451225,True,435,964
45,"[#6X1,#6X2:1]-[#7X3ar5,#7X3+1,#7X3+0$(*-[#6X3$(*=[#7X3+1])]),$([#7X3](-[#8X1-1])=[#8X1]),$([#7X3](=[#8X1])=[#8X1]):2]",-0.0543,0.0,False,0,0
46,"[#6X1,#6X2:1]-[#7X2-1$(*-[#6X3$(*=[#8X1,#16X1])]),#7X3$(*-[#6X3$(*=[#8X1,#16X1])]):2]",0.0062,-0.10864032058851639,True,4,8
47,"[#6X1,#6X2:1]-[#7X4,#7X3,#7X2-1:2]",0.0558,-0.16657121545439912,True,52,104
48,"[#6X1,#6X2:1]-[#7X1,#7X2+1:2]",0.0798,-0.6557156296046774,True,1,2
49,"[#6X1,#6X2:1]-[#7X2+0,#7X2-1ar5:2]",0.052,-0.18418104474424493,True,19,40
50,"[#6X1,#6X2:1]-[#8X1,#8X2:2]",0.0286,-0.058761096428775805,True,7,18
51,"[#6X1,#6X2:1]-[#16X4:2]",0.4018,-0.03402125798438498,True,2,4
52,"[#6X1,#6X2:1]-[#16X3:2]",0.4586,0.06178480391024451,True,1,2
53,"[#6X1,#6X2:1]-[#16X1,#16X2:2]",0.2251,-0.13115598808086323,True,11,28
54,"[#6X1,#6X2:1]-[#14X4:2]",0.2343,0.0,False,0,0
55,"[#6X1,#6X2:1]-[#9:2]",0.0021,-0.01640307030716782,True,2,6
56,"[#6X1,#6X2:1]-[#17:2]",0.0899,-0.09747325476364965,True,5,12
57,"[#6X1,#6X2:1]-[#35:2]",0.2338,-0.006474360462159991,True,8,16
58,"[#6X1,#6X2:1]-[#53:2]",0.2886,0.0,False,0,0
59,"[#6X1,#6X2:1]-[#1:2]",0.0575,-0.23715185093751967,True,147,300
60,"[#6X1,#6X2:1]=[#6X1,#6X2:2]",0.0,0.0,False,0,0
61,"[#6X1,#6X2:1]=[#7X2+0,#7X2-1ar5:2]",0.2204,0.18311121890175455,True,48,122
62,"[#6X1,#6X2:1]=[#8X1,#8X2:2]",0.2335,0.2834936186818425,True,21,62
63,"[#6X1,#6X2:1]=[#16X3:2]",0.3052,0.0,False,0,0
64,"[#6X1,#6X2:1]=[#16X1,#16X2:2]",0.3429,0.08762285412748227,True,26,52
65,"[#6X1,#6X2:1]#[#6X1,#6X2:2]",0.0,0.0038018642475661224,True,398,862
66,"[#6X1,#6X2:1]#[#7X1,#7X2+1:2]",0.3258,0.3569543697190243,True,944,2180
67,"[#6X3$(*=[#6]):1]-[#6X1,#6X2:2]",0.0333,0.24652089118063475,True,215,497
68,[#6X3$(*=[#6]):1]-[#6X3$(*=[#6]):2],0.0,0.018114515028731848,True,9203,72375
69,"[#6X3$(*=[#6]):1]-[#6X3$(*=[#7,#15]):2]",-0.0866,0.01683654782918631,True,4513,12911
70,"[#6X3$(*=[#6]):1]-[#6X3$(*=[#8,#16]):2]",-0.0172,0.06316205226611624,True,3624,9472
71,"[#6X3$(*=[#6]):1]-[#6a$(*~[#7aX2,#8aX2]):2]",-0.1098,0.0,False,0,0
72,[#6X3$(*=[#6]):1]-[#6a:2],0.0118,0.8417488478730343,True,1,3
73,"[#6X3$(*=[#6]):1]-[#7X3ar5,#7X3+1,#7X3+0$(*-[#6X3$(*=[#7X3+1])]),$([#7X3](-[#8X1-1])=[#8X1]),$([#7X3](=[#8X1])=[#8X1]):2]",-0.0271,0.05147676725361233,True,3010,8110
74,"[#6X3$(*=[#6]):1]-[#7X2-1$(*-[#6X3$(*=[#8X1,#16X1])]),#7X3$(*-[#6X3$(*=[#8X1,#16X1])]):2]",0.0026,0.044735195923817944,True,1679,3897
75,"[#6X3$(*=[#6]):1]-[#7X4,#7X3,#7X2-1:2]",0.082,-0.027836188282996555,True,2941,7576
76,"[#6X3$(*=[#6]):1]-[#7X1,#7X2+1:2]",0.4897,-0.1711330251972476,True,26,54
77,"[#6X3$(*=[#6]):1]-[#7X2+0,#7X2-1ar5:2]",0.1406,0.19085929524643827,True,4447,12234
78,"[#6X3$(*=[#6]):1]-[#8X1,#8X2:2]",0.0441,0.07103216837220644,True,3718,10985
79,[#6X3$(*=[#6]):1]-[#16X4:2],0.4509,0.05142471192217128,True,797,1740
80,[#6X3$(*=[#6]):1]-[#16X3:2],0.4307,0.11500702922441505,True,62,142
81,"[#6X3$(*=[#6]):1]-[#16X1,#16X2:2]",0.2406,0.001931470955511383,True,2056,5670
82,[#6X3$(*=[#6]):1]-[#14X4:2],0.2128,0.0,False,0,0
83,[#6X3$(*=[#6]):1]-[#9:2],0.0625,0.13121788066020357,True,1196,3480
84,[#6X3$(*=[#6]):1]-[#17:2],0.0844,0.07460524049645614,True,1720,5073
85,[#6X3$(*=[#6]):1]-[#35:2],0.1257,0.07513533938948999,True,729,1915
86,[#6X3$(*=[#6]):1]-[#53:2],0.2728,0.13010162887324755,True,11,22
87,[#6X3$(*=[#6]):1]-[#1:2],0.0,-0.15605774893292873,True,10244,106921
88,"[#6X3$(*=[#6]):1]=[#6X1,#6X2:2]",-0.0631,-0.04906981528105482,True,40,113
89,[#6X3$(*=[#6]):1]=[#6X3$(*=[#6]):2],0.0,0.011470648086502111,True,10952,95246
90,"[#6X3$(*=[#7,#15]):1]-[#6X1,#6X2:2]",0.0302,0.08668661649207612,True,19,41
91,"[#6X3$(*=[#7,#15]):1]-[#6X3$(*=[#7,#15]):2]",0.0,0.006230377909355475,True,521,1083
92,"[#6X3$(*=[#7,#15]):1]-[#6X3$(*=[#8,#16]):2]",0.0693,0.0781820736218885,True,404,846
93,"[#6X3$(*=[#7,#15]):1]-[#6a$(*~[#7aX2,#8aX2]):2]",-0.0297,0.0,False,0,0
94,"[#6X3$(*=[#7,#15]):1]-[#6a:2]",0.0839,0.0,False,0,0
95,"[#6X3$(*=[#7,#15]):1]-[#7X3ar5,#7X3+1,#7X3+0$(*-[#6X3$(*=[#7X3+1])]),$([#7X3](-[#8X1-1])=[#8X1]),$([#7X3](=[#8X1])=[#8X1]):2]",0.0388,0.019972215585433106,True,1662,3901
